Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-24-1464-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
BDH1	-0.315867364	-0.034448322	0.466666602	-1.576362529	1.297319923	1.901673495	0.123950737	0.04083509	-1.097191307	0.802683273	0.881568029	1.379544379	0.049153663	1.394192246	0.45251065	1.3472556	0.568034708	0.763303843	0.166697061	-0.384146703	0.227395104	0.768371748	0.11805163	-2.326393516	-0.347609657	-0.817325935	0.994703837	-1.635042499	0.115698576	0.490898805	-1.576103083	0.705227828	-0.971811529	-0.969213804	-0.489906348	0.516286643	-0.839397989	1.359812777	-1.843060504	-1.855910611	-0.729726241	0.123950737	0.501660753	0.982376932	-0.135276866	1.621234226	0.28367011	0.535579295	0.751174024	0.390020283	-0.069455961	0.044496323	-0.804396583	0.966232068	0.470091542	0.554848589	0.656357419	0.12454768	0.511468038	-0.996151517	-0.88857937	1.086889617	0.700424904	-1.374993019	1.046499492	-0.777521822	0.080512975	0.231759497	-0.305787578	-0.780647055	-1.00690555	-1.723474871	1.136611758	-2.661733799	0.964630248	-0.222701937	-0.313679126	-0.95519655	-0.460731109	-1.065794585	0.868956599	0.862977033	-1.861690604	-0.660434536	0.387859507	0.223109017	-0.34811723	0.801047014	-1.069583167	0.025297501	0.283780647	-0.37515934	-0.098015899	1.030895442	0.715422366	-0.119790228	1.811913811	-0.110475333	1.9743927	0.569090618	0.582350892	-0.121354751	-1.337793891	-0.287092092	-0.951214318	0.932575814	-0.118596931	1.340647059	0.503541598	0.302462385	-0.755819715	0.736585312	-3.989439765	0.797630081	0.363512182	0.649938524	0.119973472	-1.216638759	-0.31999056
DPYSL3	1.534807413	1.356127123	0.670298492	-0.494527967	-0.917046465	0.143223067	-1.643952745	0.14447287	1.218075708	0.858244664	1.223057308	0.83681564	0.815704831	-0.741889452	-0.012630394	-1.964288966	-0.436392117	-2.371154697	-0.299010094	-1.243218895	1.44517742	0.302290214	0.146799682	-0.932985111	-0.429153703	1.643485774	-0.852376853	-0.00645726	1.487657015	0.39574276	0.439434849	0.789910745	-0.099144626	-0.427052704	0.312801045	-0.75835238	1.456717299	0.277443627	0.318252483	0.407365232	-0.310096515	-1.643952745	0.724167971	-0.64005039	-0.612345707	-0.4681141	-2.076234132	-0.411070843	-0.018702945	-1.161076512	0.441098168	0.041798691	-0.875443659	-1.041047027	-0.809567837	-0.646986403	1.105053894	0.286384175	0.382120159	0.550551846	0.419945015	-1.125781483	-0.68762059	0.125265697	-0.952026791	1.406253269	-0.680301602	1.314983802	1.543036506	0.548479789	1.080320887	0.588036047	0.3634394	0.783923476	-0.229040352	1.079475146	0.908419883	1.485718565	0.36779101	1.161536126	0.522689071	0.201616239	-0.181380394	-0.228846403	0.679116881	-0.416699253	-0.796600171	-0.682433573	-2.469669971	0.376749179	-2.795167233	-0.860200311	-0.901821296	0.930895882	0.336210399	0.711891149	-2.274957833	-0.277946477	-0.658570177	-0.17043047	0.011533175	1.691179366	0.078004121	1.004867086	-0.836879113	-0.424853226	0.809278526	-1.392306097	0.362665364	0.051961832	-0.551440709	1.837203632	1.631747098	0.838028925	0.068651883	-1.597376921	-1.259632604	-1.919630309	-1.020858574
CPT2	-0.769725649	-0.767364989	1.155039508	1.725432046	1.320848848	1.647504565	-0.785337025	-0.740511028	0.738580515	0.014085809	-0.787275803	0.376475105	0.154184462	-0.962843983	0.252463756	-1.628307155	0.525748795	0.159493704	0.887777068	0.583513163	-0.26170497	-0.43267443	0.644625973	0.580782449	-0.435291007	-0.779500351	-1.067444744	-0.087917453	1.184671815	0.726610589	-0.640362745	1.948611134	0.911200494	-0.742617313	-0.107925926	0.728542229	-0.020061558	0.767904157	-2.464286807	-1.025273385	-0.777092694	-0.785337025	0.375403165	-0.568508478	-1.836785242	0.326347453	-0.660298283	0.701444374	0.755388022	0.95933634	-0.249132168	1.049539537	1.08159269	1.259307692	2.034016387	1.024399456	0.139967475	0.458079677	-0.03838238	-0.243586817	-0.474231199	0.187934036	0.631932803	1.039825192	0.042929065	1.013484117	-0.297685329	-0.416952046	0.488280255	-1.594490384	0.3623868	-0.047251002	-0.622938261	-0.083607171	-0.397010381	0.679796723	1.432905564	0.715915437	-1.167519798	-0.167944099	-2.086055638	-2.338981238	-0.934512475	-0.276996459	-1.485952554	0.629323048	0.5709742	0.110673926	-0.861115519	0.010952294	0.012268429	0.691158177	-0.019434516	-0.45897301	-0.107848123	0.001220168	2.530170357	-0.34511336	0.188414232	-2.660638771	0.40703948	-1.596385284	-0.990114848	-0.380195276	-0.626045414	0.019164779	-1.139648425	2.918689687	-0.457023688	1.646210621	0.360069047	0.436021852	-1.588695619	0.089359745	-0.476928951	-0.302491575	0.072512557	-1.606475611	1.398624904
PTGR1	-0.682218904	-0.944417301	0.975043367	0.677962119	1.413009989	1.06210289	-1.709829227	-0.537404816	-2.594772918	-0.311166446	1.037063604	0.919242099	-0.035090233	-0.101935064	0.481863459	0.191835659	0.726780437	0.223649052	0.050140685	2.166495091	-1.076834489	1.051242439	0.847791473	0.100321715	-1.079605239	-0.625869864	0.624590419	-0.283631624	1.080683702	0.34825756	-0.87644835	-0.844785905	0.496956615	-0.2501185	-1.255161104	1.095434756	0.055526301	-0.600474637	-1.172620127	-1.23808658	-1.217684394	-1.709829227	0.655707648	0.2564016	0.391794874	0.201723597	-0.08720179	-0.801450005	1.005342148	0.503456449	-0.640231575	-0.295675843	0.222929502	0.12177621	0.628122217	-0.220809026	1.093392339	0.48321704	-1.334631532	-0.438359379	2.13132255	-0.846369838	0.734953011	-0.389030993	-2.924753125	0.150587084	0.768776094	0.762062765	1.065629841	-0.856819847	-0.084978787	-0.232963468	-0.535672762	0.039788867	0.634755644	0.997735725	0.839731366	-0.65226922	-0.389765049	-0.757003446	0.757567754	-0.98871747	-0.499434707	-1.816999575	-0.265311974	0.684222355	-0.228330524	-0.434438817	-0.029398539	-0.943889596	-0.864801202	1.548308334	-0.080410933	-0.104953706	0.390909624	-0.818764054	3.37926813	0.662701178	0.981958795	-0.780437619	-2.979947185	-0.040214319	-0.912788228	-0.528555709	-0.836090094	-0.279321571	0.481815026	1.067691713	0.868373243	0.363761016	2.278529964	0.730974697	1.191920576	-0.526873006	0.909702027	0.245288668	0.486322379	-0.637461984	-1.9667478
EIF2AK2	-0.577828965	-0.574625343	1.327901261	-0.10617297	-0.48863492	0.108372931	0.065466007	-0.082806923	-1.113079913	-0.762025171	-0.322357097	-0.053570954	-0.124598956	-0.350092566	0.807619759	0.249705486	-1.056738196	-2.080159844	-0.121130154	-1.011139606	1.524476439	0.669714988	0.849782922	0.569239642	0.92834802	-1.635680749	-0.346598014	1.570226405	0.965935365	-0.856870708	1.182256231	-0.337458397	0.411283343	-0.372058079	1.227283178	-0.26608708	0.407404084	-0.979566391	-1.707270747	-0.971870356	0.951729991	0.065466007	0.043437843	0.253070055	0.696891379	-1.210589235	-1.5125936	1.988084525	0.790358442	1.156523063	1.40433642	0.254741513	1.281665802	-0.230226765	0.565848629	0.727634118	-0.323979566	-1.000023801	-0.770638974	-0.102357031	0.903706289	0.942879928	0.523246961	-1.474584465	-2.231982716	-1.672835632	-0.988217498	1.004653052	-0.782692899	1.061926554	0.378913771	-0.440745529	-0.787237199	0.084029652	1.514022742	1.592471114	-0.088499908	0.950405514	-1.864659021	-1.272185808	-0.913409859	-1.440950484	-1.15952982	-0.823435115	-0.871921072	1.168695424	-0.372182167	0.230692936	-1.108154003	-0.941112995	0.209453721	-0.629503907	-0.32783181	1.381342364	2.05453427	1.926571605	2.459693011	-0.273142442	0.341924562	0.319421889	1.140560671	-0.736965496	0.734847815	-0.19366927	-0.693192138	0.211587299	1.543319628	-0.546535329	0.471364593	1.24233391	1.205235584	0.567498253	-0.895630411	-0.756564748	0.008777866	-0.228694912	0.012537609	-0.375651503	-1.830230183
STAT1	0.659339078	0.013354467	0.725152521	0.813582019	-0.76115188	-0.208418719	-1.272596328	-1.18592685	0.08055559	-0.406666251	-0.49765425	-0.905827249	-0.447548833	0.519223035	0.920932833	-0.642625826	-0.443696639	-1.44553506	-0.524048659	-0.494208947	0.902359084	1.493920992	1.355144531	1.216775783	0.479633472	-2.060645974	-0.694637545	1.098898888	-0.849571221	-0.113574112	1.651786941	-0.494806204	0.995305185	0.247187696	0.940135063	-0.561427335	1.31880847	0.130477323	-2.372298087	-0.866528431	0.26944663	-1.272596328	0.303712628	0.54171656	0.161560859	0.462857777	0.107848844	1.798266823	0.719759248	1.574434143	0.88488135	0.296164136	1.219469533	0.134399796	1.006993051	0.956749592	-0.630771478	-0.50525798	0.63878628	0.316419444	0.168058479	1.398542002	1.111169878	-1.031239503	-0.368158427	-0.928056099	-1.634077216	0.955943481	-1.344910756	0.297700739	0.252797929	0.010975578	-1.048465266	0.891679772	0.812137022	0.567529046	0.08785834	0.387098335	-2.387198301	0.061019475	-1.904951052	-0.942501621	-1.770019711	-0.474284156	-1.428884006	0.35933716	0.148044117	-0.213838144	0.680726164	-1.442212556	-0.289141706	-1.182045746	-0.317323401	1.725018854	0.821832654	0.707935479	1.837716416	-1.205721841	-2.282018074	-0.97926059	2.784082352	-0.940049123	0.189904251	-0.055490318	-0.29454319	0.088554799	1.585045337	-1.322551306	0.622337443	-0.388803816	1.117574113	0.567435008	-0.010027583	0.217381879	0.093188071	0.518275038	-1.056799975	-0.637443405	-1.348367978
PHGDH	0.770432593	-0.606553514	1.796093334	-0.419502817	-1.462547399	-1.062737471	-0.328732307	-0.959999595	-0.622654534	0.217142132	0.620960807	0.221993427	-0.751696957	-2.613273035	-0.575876913	0.432220453	-0.07185162	-2.827979018	-1.030195058	-0.094058246	-0.349415891	-1.338085121	-0.18343426	0.008441676	-1.326307017	0.768027871	1.034915624	-0.331325218	0.19568724	0.434269741	0.993437661	-0.691034871	-1.184673314	0.140051183	-0.122246598	1.045818893	0.502034298	-0.452471721	-1.548838732	0.840844376	0.057787361	-0.328732307	-0.269277957	-0.447790046	0.647777835	-0.139899201	-0.333494324	0.242596669	0.282331141	0.581529555	-0.803159292	1.2952776	-1.470499308	-0.075855118	1.456971613	-0.085459436	1.440908278	-2.274289913	-3.271436627	-1.615015872	-0.084381348	-0.154513339	-0.425984176	1.662067658	-1.014697047	0.930414415	0.49642962	-0.220480098	-0.157371426	1.07865486	-0.190021622	0.223055794	0.061237116	-1.356896741	-0.251225826	1.127826621	-0.587900885	-1.709976874	-0.353750258	0.816109993	1.071880096	0.281918164	0.129388287	-0.271124758	1.159596997	-0.244771719	0.720835059	0.809308786	0.731890336	1.319807384	-0.655801412	0.592617627	0.009384636	0.683415806	1.878130345	-0.012667472	1.894101928	0.503566951	0.882064999	0.376526185	2.824743538	-0.109436321	0.420722206	-0.756275888	-0.797438553	-0.830039387	-0.257228993	1.050909331	-1.674894152	0.862054776	-0.146619815	0.463956797	-0.446534436	0.678122432	1.357054316	1.02124967	0.168160819	1.000154242	-0.867213496
CARHSP1	0.122128479	-1.102298282	2.132650997	0.203245811	0.175620854	-0.801456937	0.231750418	-0.335365476	0.128239861	-0.942707511	0.755116583	-0.833595243	-0.627994832	-0.696613926	0.499056135	-0.264378633	-0.550576461	-1.540321176	-0.268230275	0.274519344	-0.079877741	-1.094190572	-1.11041062	-1.330619948	-0.777830876	0.027829613	0.634858357	-2.043131722	0.414636329	0.939335129	-1.131806285	1.075464962	0.361334423	0.058125494	0.452426669	0.148946911	1.251431705	-0.820750936	0.640887581	0.264614499	-1.157313885	0.231750418	1.455556093	0.943632254	0.848553127	2.057307097	1.488159121	0.42412505	2.619270855	0.419008194	0.476974066	0.099644573	-0.117913619	-2.404948227	-1.488640133	0.007684546	1.258108377	0.490651125	0.590226855	0.251015724	0.127905475	-0.975237441	-0.524210978	0.226763111	-0.584320274	1.957916304	0.880533216	-0.253180796	0.905690019	0.094683533	-0.402601446	-0.075502845	-0.895883382	-0.076768099	-0.446250568	0.325513371	1.462979296	-0.163551558	-0.352735547	-0.754025423	0.731547152	1.053909866	0.285054105	1.015842277	0.316552027	-0.492195237	-1.07627239	-0.827820738	-1.857819201	2.003180603	-2.001348473	0.592012114	-2.04862997	0.603819681	0.537636902	-1.104272027	0.534783727	-0.330643926	-0.78473265	-0.26353204	0.146077294	-1.030223306	-0.707701361	-0.685390307	-0.846853814	-1.915010527	-1.332417872	-0.694362573	1.698954047	1.07050994	1.266880383	0.091067588	-0.080398494	0.348151299	2.476859284	0.711219842	-0.012948032	-1.223231859	1.315014193
FUT8	0.404952849	-0.286941413	1.155488799	0.199031478	-2.38480339	-2.052503844	-1.845625332	-1.313411021	0.629235395	0.124628112	0.200686383	0.876635942	-0.040501889	0.35820596	-2.344835539	-0.380177294	0.908965937	-2.601823943	1.199469297	0.31251506	-1.246833034	0.506728112	2.253319188	-0.406480138	0.357955828	-0.258773186	1.612774246	1.326528706	0.568779564	0.578939569	0.988686904	0.801027389	-0.779573487	0.286577129	0.297076902	-0.732379086	0.456582251	-0.431682028	-0.130060536	0.345653101	0.831064618	-1.845625332	-1.441772393	-2.000277987	0.659027957	0.365664896	1.962993561	-0.416686108	1.066816702	-0.42997193	1.313835872	0.662789787	-0.784430899	0.280133739	-0.088703755	-2.01921708	0.252186997	-0.831002546	-1.210747356	0.858541051	-0.028304044	-1.061770827	0.306930806	0.136656348	0.855797868	-1.94791431	1.716941987	0.891920336	-1.475358125	-0.42346204	0.706335507	1.389759205	0.378817952	0.469142524	0.072527931	-1.420710058	1.643364981	-0.641029965	-0.362838794	0.264673536	0.912942641	-0.06825095	-0.735417724	1.438375443	-0.506593062	0.626942391	-0.200420962	-0.93797093	0.792017282	0.00070286	-0.076058998	0.689380975	0.245856583	1.023707452	-0.222364867	0.114378121	0.003773519	0.371757753	-2.422459301	-0.453307169	1.101482752	1.289252611	-0.069918909	0.274379458	-0.774139853	0.351994609	-0.688732502	0.106904602	0.957896811	0.147865041	-0.730613598	-0.317294312	1.036896065	0.654947473	0.567982055	-1.740354399	-0.683940002	-1.216310202	-0.921538048
KIAA1715	1.339732608	0.194560718	1.530662644	1.591589703	0.361084993	0.928371589	-0.477230706	1.419496877	-0.791109684	-0.178050965	-1.204747212	-1.28643522	-0.769511929	0.563040876	0.031915949	0.491307614	0.155304452	-2.252740967	-1.235198165	0.126010614	-0.047669654	0.060475446	0.110447852	0.597117891	0.33229129	-1.541255278	0.354094383	0.391359762	-1.942091676	0.64854788	-0.118425953	-0.343740914	1.452151927	2.309359405	0.192416189	-1.200171296	-0.031923585	1.27391986	0.379051931	-0.414239898	0.614327793	-0.477230706	0.102535388	-0.366168476	1.466456672	-0.549145853	-0.611626458	-0.2718175	-0.418193532	0.227830254	1.685437615	0.1684657	-0.319861602	-0.425370265	0.182077979	0.356665622	1.002701529	0.078568064	-0.551719279	-0.051399411	1.060135177	0.06283597	0.346026804	0.657972065	-0.770893257	1.120431348	0.470241928	-0.818490637	-0.199132923	-0.565805806	0.493905854	0.92061003	-0.681137143	0.082555787	0.978787615	-0.69825176	0.086035131	-0.218587912	0.05703088	-0.014282264	-0.821728453	0.93270123	0.637599831	1.875148304	-0.967274018	-1.459027428	0.294792572	-1.34050939	0.057835942	-0.423377267	-1.411979195	0.761322706	-0.306927434	-1.220272851	-0.860432149	0.08098221	0.317164032	1.223770873	-5.257003007	0.089356988	1.868040741	-1.058559569	1.088566648	-0.454828027	0.970600817	-0.020364801	-0.800126609	2.043597971	-0.466500954	-0.324219433	-0.148674905	-0.274376239	0.825519615	-0.42025048	0.826666234	-0.678852873	-1.518950729	-0.101309512	-0.507877204
GALM	1.500951262	-0.408469009	0.46401534	0.032215727	-1.86499503	-0.681123636	0.131697641	-0.240063967	-0.490534609	-0.772152968	-0.551128294	-0.567342473	0.405773679	-1.347242208	-2.721459645	-0.950214202	0.06136749	-2.132670775	1.905370074	0.640150389	0.065353988	-0.051751537	0.989719886	0.925295617	0.040346908	-0.378339138	-0.496856421	0.752316634	1.171500911	-0.90582927	0.411611141	1.314186984	-1.235391454	-0.050188433	1.065138936	0.407573379	-0.922911693	-0.229847877	-0.548504503	-1.209946042	-0.427210615	0.131697641	0.805116735	-0.682977237	-0.546053797	0.850302203	-0.836551951	0.990477186	0.406460285	0.477996674	-0.58223587	1.325306426	2.546561978	0.158565234	1.364578193	-0.847437872	-1.372746983	-1.481917584	0.17959553	-0.213269533	-0.983902253	-0.138123539	0.982898669	-1.33605006	-1.146043323	-1.336203963	0.225020122	0.642989925	-0.286069381	0.513650616	-0.619319857	-0.271728906	0.333118499	0.072694328	0.796222344	-0.059356921	-0.079391798	0.610619538	-0.623730313	0.03842006	-1.070165581	-1.559423257	-1.609498191	0.122818221	-0.823191784	1.408048493	0.262332312	-0.014511899	1.273026944	1.01698605	-1.892187495	0.430610664	1.801599752	0.475525693	1.370707673	1.405754496	1.31574522	-0.346516615	2.654180302	-0.694121103	1.548927617	0.884000077	0.530983975	-0.847889257	0.071453338	-0.224965947	0.244614624	0.748963266	0.28783707	-0.257627639	0.78654307	-0.378580125	-0.664354947	0.820106328	0.260970084	-0.687149978	2.10773595	-1.923274438	-0.944090806
FABP5	-0.688894368	-0.284933342	0.666414058	0.427197444	-0.569385202	-0.242173177	0.705638649	-1.97050162	0.113933393	-1.619384901	-0.669354034	0.116388169	1.82283141	0.514867292	1.448934169	1.203683494	0.954065168	-0.012890935	1.094752207	0.299718298	-1.339999154	-0.692546571	0.364875491	0.937386286	0.297597784	-0.069999144	0.230217618	-0.315013453	0.656473899	-1.127201214	-0.698417857	-0.932326845	-0.52612643	-2.684219524	-0.420325838	-0.565707295	-0.305042124	0.446115689	0.057279234	-0.77770352	0.319587355	0.705638649	-0.907559832	0.570752332	1.591081043	0.663972295	0.963370807	-0.847892325	1.306199478	0.024266279	-0.822381214	-0.372003058	-1.410944608	0.480757643	1.098910234	0.108343955	0.976322882	0.048251769	0.339848694	0.439320362	-0.322973212	-0.343061832	0.723615003	0.815678591	-0.026725914	1.324052154	0.388302227	0.959532871	-0.754018917	1.006591596	0.06804519	0.77714871	-0.711959369	-1.849726909	-0.223106805	0.286922541	-1.138999891	-1.198827875	-0.521679447	-0.422285817	-0.973184306	1.45231204	0.958284685	0.1255185	1.455467391	-1.196001023	-0.418546849	0.220182714	1.600762271	0.494348636	-1.318858548	0.404445527	-1.60534087	0.477567091	-0.659764623	-0.414627582	1.600546319	-0.41720718	-4.073428731	0.269019006	0.920496726	-0.761235474	2.375933949	-0.00594762	0.938993136	1.219952434	1.096154103	1.432064552	-0.191477716	0.401898354	-0.908099589	-1.888968901	0.946020815	-0.646567552	0.154551498	0.256484612	-1.634543338	0.015779755	-0.851860926
S100A6	-0.84976367	-0.00348515	-0.72455095	1.002004264	1.311819414	0.144422081	-0.696112823	0.090343829	-0.301411048	1.402135278	0.118715468	1.152455434	0.375626277	2.581572319	0.258054927	1.611859031	0.154946791	0.5922165	0.287022699	2.244526068	-0.341179943	1.892276276	-0.43001085	0.877444898	0.606310698	-0.579648716	0.814044265	-0.333478627	-0.185450761	-1.463312902	-1.766221509	-0.029332372	-0.53456024	0.283932226	-0.414840472	-0.651273426	-0.407044171	0.152628333	2.127367126	0.392646578	-0.100965658	-0.696112823	0.610969134	1.109864749	1.561609954	0.733648515	0.994666459	-1.847193964	0.239604994	0.088305134	-0.407667807	-0.764472483	-0.205940322	-0.744830626	-0.654960135	-0.128451359	-0.490501219	0.162818865	1.353000422	0.792406682	0.508329767	-0.251344965	0.70096614	1.065724292	3.018350506	0.620969343	-1.608086887	-0.874515921	0.528671067	-0.627069658	-0.39710404	0.410361521	0.050785312	1.253658725	0.196817797	0.178852893	0.192866035	-0.821167826	1.147082523	-0.061409558	-0.693489791	1.509925404	0.522227294	1.30139752	0.148758113	-0.797323136	-0.288123785	-1.304646081	-0.850205517	-1.153271377	-0.521136096	-1.099231074	-0.521234402	-1.25292701	-1.726891392	-2.167210564	-1.602049923	-0.332182425	-1.506931997	-0.04259546	-0.939078006	-0.57256348	-0.964670472	0.228011875	0.499495541	-0.581159327	-0.228325666	-0.730894442	-0.097459114	-1.770532086	-2.015247056	0.616246395	0.740158068	-1.091044565	-0.073565479	-1.365612328	0.573744583	-0.765791954	1.929400207
TJP2	0.764219197	-0.949074156	0.238591573	0.193755585	0.952180665	-1.528211523	-2.040220235	-0.300507945	-0.223296733	-0.647465344	0.153307852	1.496088258	0.374547476	0.431343504	0.995281899	0.932662248	-1.267731067	-0.309323904	0.872519123	0.206674929	0.048098117	1.537596833	0.275090095	0.247317496	-0.581147846	-1.518353906	1.12061743	1.431018524	3.12141197	0.664643605	-0.554678822	-0.290536522	2.159989699	1.603973037	0.572281412	0.183636634	-0.533485277	-0.153146268	-0.938997808	0.977817214	-0.306164511	-2.040220235	0.670099485	-1.811420074	0.158272214	0.247995805	-0.021702897	-0.083936787	0.29001197	0.893622105	0.435635904	0.571065603	-0.339037747	-0.163723983	-0.815081242	0.832325362	-0.047059989	-0.368598307	0.226459447	-1.540021036	0.253435606	-0.074114855	-0.433610017	-1.262763264	-1.855828201	0.048751257	0.372337422	0.366609419	0.359134446	-0.944786937	0.665425607	-0.646657968	-0.82093849	0.870737151	-0.111897639	-0.146508867	0.672456461	0.463008345	-1.148575767	-1.261799672	-0.985965024	-2.854155327	-0.388079685	1.062749536	-1.076383352	1.254241151	1.270115421	-0.46098852	-0.625268819	-1.839620175	0.548225513	0.944478797	0.688962028	-1.040741907	-0.012909352	0.408961356	0.720906855	-0.552578251	0.250876666	-1.340438876	0.709052138	0.742799935	-2.03552679	0.314214572	1.087049347	-1.887652773	-0.593978632	-1.237779623	0.920792498	1.281268279	0.819194904	1.613894201	-1.868741563	-0.025501369	1.335094068	0.332643564	0.712835714	-0.935565817	0.24570421
GARS	-1.515113596	-1.736897376	1.765563208	-0.495541577	-2.207303191	-1.603626361	-0.837263319	0.329062115	0.352099498	2.445172468	-2.216105222	-0.717255605	-1.04024518	-0.120117563	-2.149086048	0.037422048	0.713060457	0.171869868	-0.238595542	-0.926099815	-0.897445064	-1.601955961	-0.695947703	1.303039584	0.088571364	0.837581754	-1.647932901	0.658506386	0.462635488	-1.254040108	-1.069471956	-0.155047511	0.048480465	-0.242617679	-0.181311974	1.712019798	-0.287519368	-1.391585544	-1.420544594	0.144569661	0.566521068	-0.837263319	-0.353529947	-0.37471153	-0.605768701	-0.714436011	-1.718085799	0.505566183	-0.332101946	0.963014099	-0.193846672	0.092427803	0.568840857	0.625051331	1.515639822	0.995296976	1.293766454	-0.277100795	-0.497197677	-1.131832615	0.327464179	1.726704179	0.767512172	1.973211414	0.511476334	-0.288025104	-1.721597012	0.162687093	0.408315313	0.108847416	0.873340456	0.783648534	-0.788539207	0.22228738	-1.287193581	-0.488900228	-0.647692684	1.709987911	0.483058688	1.470331668	-0.695296026	-1.023576492	1.368871737	0.063034532	0.192644539	0.192147607	0.341448649	0.816564063	0.455737201	-0.507227531	-0.404620669	0.847423911	1.42304958	0.495247765	-0.148327614	0.17157019	1.648708434	-0.770014973	-0.419895674	0.015515663	-0.271147682	-1.13594013	1.401087616	0.504295893	-1.049199424	0.186202326	0.394248762	1.051157726	-1.602756756	1.357686926	-0.16236745	0.30898382	0.515560019	0.818499029	1.48660309	-0.018673122	-0.675092784	0.168053978	-0.733211562
IQGAP1	0.186662522	0.254774277	0.002325509	0.526216926	1.158682126	-0.040301598	-1.184347109	-0.088557391	-0.596386926	0.719429444	0.109731223	0.948319594	0.892700519	0.176868956	0.324716054	1.023314515	-0.741814088	-1.064192568	0.40157832	-0.361753118	0.399518539	0.097532153	-0.371330331	0.298776242	-1.424572249	-0.153691482	0.856682146	-0.195140543	-1.60986546	1.307259055	0.734502515	0.741948559	1.852578104	1.840148745	1.735645181	-0.193143836	-0.938047265	-1.339213912	0.575101937	-0.422393922	0.585128603	-1.184347109	-0.406321866	-1.184992975	1.671942763	0.113021807	0.380467838	-0.454397733	0.906098492	-1.131431008	0.972192612	0.470381757	1.374385418	0.918035929	-0.599827464	0.190612229	-0.231282213	0.354515671	0.206183281	-0.258411879	1.502793408	0.794352649	-1.358423801	-1.12122421	-1.136878458	-1.110958624	-1.781169208	0.403626405	0.512669515	-0.7092928	-0.575916082	-0.196579591	0.158159426	0.194371855	1.451755579	1.623577144	-0.738921151	2.069835725	0.077731494	0.266526208	-1.712076485	-0.877324721	2.147204238	-0.019567017	-0.604277704	-0.333386498	-0.319562661	-0.780960803	-1.666512346	-1.947133554	-0.531020921	-1.052009895	0.447981114	-1.284622587	0.363338297	0.326395135	-0.106944168	-0.779497026	-0.682831588	-2.820017976	0.167170346	-0.713991344	-0.049513626	0.542894077	0.511752546	-2.432193837	0.429590548	-0.638138468	-0.476889023	0.861925218	-0.29849453	2.338629228	0.818995781	0.58397682	1.25722149	-1.792704683	0.32071487	-1.651048218	0.994148412
