Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-24-1464-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
TIMM50	-0.233138205	-1.296681669	-0.131279925	0.018636353	-0.403490176	-0.441550234	-0.037424467	-0.419913457	0.145101903	0.196145384	-0.06827658	-0.586789954	0.910152545	-0.50056721	-0.328798966	-0.733634273	0.710782686	0.57200806	-0.148825849	-0.583457495	-1.484893145	-0.456399542	0.364905549	-0.318065067	0.198331359	-0.124971764	0.034663285	0.402838668	3.882308652	0.349581671	-0.480154197	-0.534719207	-0.856589213	-0.51200943	0.221525864	-1.161343964	0.600683654	-0.04704165	-1.710104049	0.091690939	-0.216745171	-0.037424467	-0.275878373	0.583742429	-0.775168418	1.611109087	1.705632533	-0.372433152	-0.031890237	-0.864276997	2.181017467	-0.234359634	-1.130254484	0.124163921	-0.206788477	-0.261471544	-0.578295802	-1.129890307	-1.707481294	-0.183896419	-1.050668634	-0.223245416	-0.110915901	-0.145206119	-0.323127687	-1.147612814	0.045532067	-0.278543143	0.609795862	-0.211935466	-0.042630451	-0.275551108	-0.724450829	-0.477135171	-0.227237166	3.862187021	-1.267664432	-0.096576733	-0.832220162	-0.182632203	-0.335706228	-0.769652521	0.423744606	0.645624115	0.634390444	-1.495361145	0.701006853	1.429694548	0.780609004	0.912769391	0.029683204	1.561846079	2.713872562	1.295368896	0.887875166	1.005628185	0.32526064	-0.047530035	-1.012428584	-0.388248332	-1.419001994	0.002471572	0.840005256	-0.349861594	0.255934983	1.093238079	2.154692819	0.736243506	0.066892472	-0.62619217	-0.605512769	2.247667048	-0.724118292	0.242608223	-0.747018625	2.019178429	-1.578922165	-1.19362561	-1.060765695
PAK2	-1.038554633	0.290650742	0.306674679	-2.565232159	0.23937495	2.738203054	-1.06074426	-0.052440999	0.620977544	1.766586874	0.054490436	-0.129818835	-0.47500622	0.057614455	-0.352713349	0.990526218	-0.5183465	-0.967724387	-0.53626332	-1.435918691	0.221915958	1.18071904	-0.17624329	-2.631667152	-1.006198089	-1.591532396	0.605863015	0.000230916	-0.876607894	0.143442167	-0.94492227	-0.10467885	-0.887898304	0.376506352	-0.632298843	0.661821645	-0.740816009	0.457872953	-0.617373503	-0.639608655	0.404217417	-1.06074426	-0.730278931	-0.640251981	-0.340290828	0.99920849	-1.397806281	-0.161075935	0.470820763	-0.419818025	1.085832826	0.539243243	0.777619091	0.372594939	1.674297788	-0.040470184	0.226808514	0.232361407	1.085184408	0.151100337	0.088739414	0.962917993	0.392948826	-1.704854034	0.983825556	-0.758362848	-0.080723852	1.421717016	0.782512774	0.245003409	0.546422977	-0.762152394	1.157571261	-1.889626668	0.841312028	-0.668765564	0.804665561	-0.179100798	-1.268424181	0.913475425	0.29425698	-0.312056006	-0.075787223	1.217955434	0.007722839	0.10045015	0.732785757	-0.422109864	-0.240196138	-0.80007571	-2.721146308	0.123758872	1.287299347	2.223870564	0.867613278	-0.27206572	0.872416033	-0.077911919	-1.772326607	-0.895793961	0.897090118	-1.047060638	1.894388699	-0.554383425	-0.995131798	0.894097283	1.435338181	2.873956167	0.130293484	0.683691231	-0.279582286	0.654623036	-1.653618775	-0.175083492	0.422279999	-0.262715157	-0.884871741	0.031424224	-1.077395867
MX1	-0.72187698	0.067250118	0.177398734	0.296601643	0.309169144	0.515933662	0.276408632	-0.494352652	-1.347246888	-0.949332156	0.320862899	0.384302159	-0.309820728	0.575654005	1.103177619	-0.636598219	-0.560561969	-1.719913523	0.681068073	-0.140454114	1.275967805	-0.039163596	1.160167564	1.011376607	0.338949277	-2.157717335	0.320738422	1.481127432	0.583674943	0.155780349	1.19231655	0.076458502	1.289927105	0.683672625	0.885175447	0.314953754	0.934172136	-1.53947592	-1.793726919	-1.210160608	1.417937846	0.276408632	0.448651754	0.421933499	0.254636221	0.626926891	-0.941376327	1.974584447	1.074267614	0.66184999	0.530934959	-0.141939927	0.581399261	0.457171847	0.035448727	0.990687438	-0.658911211	-0.837794083	-0.074083782	0.524345872	0.961493301	2.021585259	-1.039477615	-0.737456779	-0.12254685	-1.752472411	-2.518997304	0.709575841	-1.615702856	0.355382574	0.439357288	-0.095080317	-0.426325017	0.695930042	0.625296288	0.762194402	0.504264683	0.496069224	-1.751386782	-1.029738991	-1.270986174	-0.485362231	-1.356036918	-0.729690572	-2.02018687	-0.40858851	-0.678373382	0.11744417	-2.045735319	-2.05583145	0.621915543	-0.428651149	-0.006411683	1.230868832	1.615464169	1.330600818	1.894362979	-2.230935183	-1.601987504	-0.315546549	0.649573963	0.571969113	-0.192946494	-0.662903858	-0.343056097	-0.185339014	1.107757429	-0.199343	0.976768505	0.385141908	1.712305881	0.665577889	-0.00053325	0.004804283	-0.071827342	0.09554059	0.663312777	-1.184351647	-1.227108022
LBR	-1.048666215	-0.545182532	0.861763374	0.240291714	-1.584658577	-1.116625286	-1.589745258	-0.31202472	0.0312309	-0.369322804	-1.008043713	-2.03087409	0.579633505	-0.226491084	-0.928135359	-0.988038305	-1.064044748	0.254480036	-0.829797813	-0.9434696	-0.073587438	-0.020447122	-0.874700277	-0.463438201	0.694886099	-1.619531989	-1.581661792	1.029065234	0.201455855	-0.805810263	-0.370363046	-1.113424376	-0.038714873	1.241239313	0.327775667	-0.038764116	0.415928075	0.128438857	-0.324449278	-0.170528598	1.457355885	-1.589745258	-0.630346213	0.059952749	0.835179964	-0.978446686	-0.153557783	1.413101641	-0.358013441	-0.55797675	0.242959249	0.373384179	0.526317287	1.23953915	0.008773549	-0.278529681	0.569538448	-0.378111383	0.027714379	-0.212270783	-0.330613841	1.149585872	0.277352814	1.581582615	-0.740166494	0.163512649	-0.079701333	0.833644375	-1.056204365	0.111637802	0.639574688	0.170027696	-0.185075114	-0.153298712	0.869701648	0.088592454	-0.80419537	0.252742425	-0.822130443	1.427414866	0.513369667	-0.898381534	-1.605741065	0.986545656	0.392568928	-1.053674753	2.079948064	-0.946271233	0.39562316	1.774327283	-1.510749826	2.423664747	-0.482008019	1.495323094	-0.593361988	-0.602383624	1.221032613	1.329370133	-0.415704608	-1.694546092	3.048348983	-0.417920608	1.534716242	-0.707027606	0.45936824	0.240156396	0.289546165	2.124153115	0.075965283	1.656038309	-0.509745196	-0.474364609	-1.4109985	-0.035222836	-0.801974833	1.30667257	-1.349148808	2.792922872	-0.559208826
BPHL	0.033650261	-1.176459251	1.260283599	0.048971596	0.6771565	-1.338271163	0.46704124	-0.411524901	-0.115113777	-0.157596843	-0.933215521	-0.202585442	-2.069717273	-0.465929631	-2.792139781	-1.139620164	1.119910434	-0.866360338	-1.17638745	-0.030038571	0.384142216	-1.713931063	0.336538909	0.136020312	-0.510933558	0.689100849	-0.505425091	-0.908242351	-1.148673345	0.379344821	0.281453384	0.768977395	0.685630923	-1.446632307	0.34537383	1.238085751	1.271125367	1.34819649	-0.896782138	-0.090752098	-1.110562628	0.46704124	0.375507015	-1.344908089	0.131200884	0.554538938	-0.122695592	-1.755607325	-0.180573204	1.890437408	0.110545997	0.142112881	-0.21843747	0.655811863	2.665462035	-0.228775092	0.733239709	-1.684972978	-0.229382236	0.293991313	1.185123065	-2.151794489	1.181280356	-0.053474322	0.30397011	1.134271702	0.763014116	0.043388035	0.039194407	0.331711226	-1.207546371	1.727234582	-0.049978776	-2.213205311	0.658942019	-1.747858894	-0.43055517	1.165254552	-0.545712153	1.345033489	0.564674067	0.700963303	-1.5172081	-1.391323581	-0.029850125	0.13524902	-0.591597735	-0.306199018	-0.178323465	2.757850448	0.269864301	1.970354088	1.26504194	0.584583113	0.717663201	-0.271521604	-0.065199542	0.348917643	0.542803674	0.459248926	0.385540722	-0.675140849	0.403396521	-0.777457591	0.449164802	0.021991151	0.625395231	0.409909151	-0.938094147	0.715897786	0.34837367	-0.726811036	0.938748747	1.468776483	-0.644784089	1.013303077	-0.475213134	-0.483844845	-1.429129899
ACY1	-0.91793478	-0.224397744	0.725718837	-0.159778	0.656615252	-0.295217808	0.360477879	-0.273062587	2.277472219	0.476915848	0.215008213	0.716002654	-0.170406606	0.298588858	-1.076063931	2.066435018	1.124707771	1.691755516	0.722386314	1.222525878	-0.163299574	-0.681296061	0.568031063	-0.298948878	-0.879462482	1.323354876	-0.457749696	-1.617145826	0.790268926	-1.63839548	-2.347282875	0.351094046	0.338654316	-1.160211219	0.56753315	-0.262389143	-0.733893443	1.139704633	0.40825885	0.555534492	0.734978951	0.360477879	-0.206218148	0.602278179	-0.031839037	0.504468825	-0.824100433	-0.152906375	1.344431813	1.777110587	-0.21982945	0.495408178	-0.648921624	-0.147092611	0.616603971	0.382686347	0.78924067	0.621088172	-0.358190863	0.936574898	0.82487168	-0.472232885	1.202676612	1.643080156	-0.365677997	-0.204183282	0.413411714	-1.052441989	1.091282962	-1.192141028	-1.249717418	-0.120413318	0.51796868	-1.669366697	0.070640645	-0.115503896	-0.652619777	0.41259762	-0.169921414	-1.065056508	-1.153638409	-1.090126867	1.824891426	-1.905077351	-1.389276108	1.451752624	-1.50804357	0.171153502	-1.040351572	-0.364338409	2.267717957	0.394279178	0.099954222	-2.20527869	0.597628012	-0.662986395	-0.516602569	-0.17217111	2.277095661	-0.570088336	-0.639404488	0.241724354	-2.398855805	0.426435948	0.683389117	-0.675515766	-0.590029749	-1.712992404	-1.412131352	-0.108150886	-0.569325	-0.800935847	0.159049735	0.28566102	-0.11320479	-0.600317939	0.496504149	-0.667796287	2.138693895
ARHGAP4	1.407538475	1.256526139	0.991986879	0.650096356	-1.031617586	-0.106913941	0.684095485	-0.657830581	0.535966581	0.059838806	-2.031214107	0.717244362	-1.260202421	0.416851088	0.20596111	0.660714869	-2.343251483	1.334719591	0.295037213	-1.639396956	0.260416817	-1.123516628	-1.920423582	0.423724352	-1.735316711	0.29933856	-2.726817256	0.772501089	0.468111945	-0.54455388	-1.800951236	0.842210564	-0.755374959	-1.614478761	1.196151358	1.032646601	-0.447875988	0.078695201	-0.539600487	0.151796151	0.936307379	0.684095485	0.009869999	-1.08994597	0.367903074	1.848527384	-0.958459025	0.208709506	1.332642754	0.842678982	-0.287939554	0.86484793	-0.342807086	0.941002141	0.226195005	1.179279688	0.911071317	0.813298495	1.477689255	-1.652105661	0.281623848	0.005957275	0.867113744	-1.165669255	0.024879732	-2.494561325	0.266531812	0.212484055	-0.122283281	-0.28711841	-0.964678253	-0.358629771	0.832848665	0.545863595	0.856699359	-0.864250052	-1.261450357	0.932935082	-1.959882171	0.107219308	-0.189471615	0.884596066	-1.248877999	-0.744671285	0.007619241	0.63813808	0.471549662	-0.125968159	-2.045818375	0.285105768	1.771594474	0.973818953	0.295247079	-0.31298037	-0.568638698	-0.008781947	0.418530135	-0.56257695	0.141529179	1.005339809	-0.017678001	-0.217781818	-0.012910479	0.475392728	0.428693464	0.185923538	0.703146899	0.450834474	0.360505821	1.159939077	-1.350392389	-0.960837496	-2.384727107	0.3506583	1.008018797	0.189498418	0.400130778	1.671298377	0.416961367
PSAT1	0.371774419	-0.256725742	1.282081384	-1.487454204	-1.554647694	1.112584898	-0.447255887	-0.078127819	1.122527651	-0.837701467	0.605620596	-0.068237314	-1.839791624	-0.81503444	-0.478035893	2.021921849	1.22730678	-0.098081476	-0.78190047	-1.17106574	-0.057240632	-1.937705835	-0.449701605	-1.194190037	-1.510856805	0.454797692	0.092456824	0.334628067	-0.693567407	0.016860162	-0.140757782	-0.056905384	0.693271006	-0.879807882	-0.821152684	0.38035443	0.704047283	-1.661225269	-2.247799004	-0.054146918	-0.756195116	-0.447255887	0.043625447	0.915891173	0.406985229	0.021210037	0.171833083	0.375817872	0.383047632	-2.135571675	-0.71308471	-0.269027278	-0.395483916	-1.009724379	-0.474550747	1.917624695	-0.092792839	0.647470437	1.045988961	0.929619228	-1.065760643	0.372424966	1.213046689	1.34705526	0.993537333	-1.019607741	0.542606207	1.371605392	-0.071072863	0.326479182	-0.849484591	0.66064126	0.613744912	0.386744112	0.676847793	-0.545759322	-0.426029031	-0.915169601	-0.276042127	-0.418986087	-0.332887443	-0.262728106	0.497010465	0.976558669	1.951355191	0.751896317	1.762614915	1.178520381	-1.243130208	-1.941033331	0.553764602	1.447014132	0.822619566	0.726597033	-0.06515147	1.001213743	1.258505171	0.203488058	-1.071719591	0.965450429	-2.232346305	-1.884282588	-0.614739784	0.129218558	-0.914511038	1.469991316	1.282521181	1.023580468	0.964837937	-0.567792104	1.996618956	-0.7765542	-0.302303144	0.266384	-0.553415059	0.70988136	-1.994664647	-0.384533792	0.657817756
CDH2	-0.209658817	0.442063685	1.537863489	0.490945029	-1.987116593	-1.813402012	-2.050355425	-0.968504967	1.26124778	-1.405341139	0.690974944	-0.384248943	0.806630274	-1.549199991	-0.625997313	-0.176772437	0.026005589	-2.259474769	-1.025322929	0.472283696	0.416003892	-0.451833426	0.319439698	1.676079391	0.059660862	0.825900811	0.901359433	-0.473660576	-0.961343744	0.32128605	2.245514121	1.087572534	-0.489632529	-1.266792578	-0.989502613	-1.483828257	0.599792731	0.173474242	0.732305821	0.735781259	1.013812332	-2.050355425	-1.392160268	-1.488477752	-0.385281891	-0.376722479	-1.273258469	0.983428725	0.672209221	-2.317841093	-1.031625793	0.221440866	0.772699873	1.199162735	0.794931754	-1.098964302	-0.453746352	-0.675724763	-1.661331079	0.490743223	-0.402813453	-0.144493504	-0.575354002	0.570906312	0.861564059	-0.559612591	2.379627014	1.174186709	0.42064592	0.22190845	0.771733852	1.600863457	-0.231947631	-2.03058295	1.06910785	0.389085936	0.967468925	0.660739263	0.364537681	0.074727796	-0.789945755	-0.675850906	-0.492319849	0.130272438	-0.515417088	0.159758036	-0.103313778	0.138237009	-0.303013757	1.187018415	0.491618402	1.078794851	0.675940018	1.050689565	0.988254795	0.665016234	0.597450026	0.095265002	0.642382762	0.862934616	-1.985861542	-0.038786385	0.870415293	-0.3976997	-1.724180616	0.509651864	-0.634337078	0.818610258	-0.853537219	-0.788690186	1.257679405	-0.460719558	-0.201338542	1.038317957	-1.283315643	1.060258231	-0.872368979	0.734698276	-0.754936014
GLOD4	-0.191339783	0.321965685	-0.914651642	1.054376188	-0.624068075	1.28563148	-0.074039007	-0.035201953	-1.673818958	-1.240548318	-0.754989935	-0.945254677	-0.993302052	0.978568604	-1.791309592	-0.246078499	0.241803411	-1.930525987	-1.157366325	-0.488857528	0.22324241	-0.276143463	-1.1172653	-0.966974259	-0.79972651	-0.780700962	-0.637193623	-0.815825269	0.283374777	0.57884719	3.060584752	-0.291236543	0.649429008	-1.67012212	-0.156348867	-2.084169863	0.233937319	0.857508555	0.556288527	0.614644319	-0.796439977	-0.074039007	0.642655488	1.42356298	0.445886927	3.02489053	3.065771714	1.524300321	-0.65056859	0.332971403	0.051095399	-0.671393479	1.498939483	-0.379979018	1.719352617	-0.714520456	-0.278446973	-0.473543935	0.407067431	0.986957866	0.069793823	-0.086551495	1.062845641	-0.917055162	-0.888612372	-0.81490636	-0.538473646	-0.07074112	-0.409082434	0.370179645	-0.219589551	-0.144117146	-1.25226294	-0.390857919	0.428812735	-0.129397521	-0.774748872	0.148739069	-0.146599783	0.328820505	0.379657738	-1.370397016	-1.012979405	0.356792702	-0.082763731	-0.520380204	1.201072708	-0.662700642	0.88292706	1.255528069	0.311366398	-0.421902762	1.104088353	0.606680621	-0.531177311	0.080464115	1.088249271	2.683832798	-1.250837557	-0.917427938	0.70104896	-0.60497356	-0.936650197	-0.865894065	-0.753948399	-0.166751696	-0.149838271	1.391676557	1.209559556	1.251342758	-1.079642174	0.868081872	-0.570144109	1.287863913	-0.316897383	-0.211785554	0.870325316	-0.499985194	-0.507512991
PDIA4	-0.885263812	-0.912301657	-0.457409444	0.611755876	-0.887508327	-0.647443929	-0.722920465	-0.963416298	-1.991919123	0.5196355	-0.424977228	-0.565870087	-1.665418043	-0.139537745	-0.441629072	1.140819541	0.461961942	-0.357991296	-0.681905218	-0.063221925	0.012151606	0.809039454	-0.348117813	0.202751667	0.663253081	-0.216064045	1.269573276	1.016026034	-1.38765926	0.850761641	0.82717919	0.862526261	1.044515641	0.365289876	1.24994986	1.219300204	2.051481223	-1.115347583	-1.850591736	0.460144503	0.630736369	-0.722920465	0.274755869	-0.563138664	0.926788155	-1.299908844	-2.019983369	-0.436745883	-0.508383909	-2.270123424	0.377508879	-0.767554106	0.489009552	1.037841129	1.74557312	-0.590126099	-0.053320265	-0.08237213	-0.116013418	-0.371167426	-0.062574865	1.255455852	-0.526969569	0.053243827	1.405936499	-0.900841268	0.55770497	0.217384274	-0.568790231	-1.497835281	0.679012306	1.611482944	-0.232702261	-0.0068527	0.095945763	-0.412164636	-0.425578543	-0.94794469	-1.094413042	0.598339227	-0.886311857	0.534220144	0.430206918	0.59204976	-1.812658911	-0.372045906	0.670816683	-0.305780747	0.975963626	1.358906564	1.639119666	0.877747716	0.441770694	0.166284486	1.342172021	0.300257273	0.238702734	1.792523636	-1.338014984	-1.900733307	1.043498876	-1.782249829	0.03155322	-0.225873362	0.605149483	0.288685662	0.140058477	1.47744182	-0.413400756	-0.824107253	-1.063479405	-0.378682174	-0.445273565	0.771558557	-2.085433201	2.910360648	-1.63132425	0.088546089	0.338306928
LDHB	-0.069415913	0.994677572	-0.25963805	-0.160377457	-0.841798056	-0.410573996	0.708523486	-1.694133424	-0.644089075	-4.714630083	0.432759775	0.099175327	-1.527271216	-2.51679452	0.076193141	0.840595978	0.293478054	-0.334839309	0.279441647	-0.285588884	0.808273369	-1.180184023	0.572606564	-0.697673325	0.282130192	0.705995895	-0.099067724	-1.209910763	-0.270417393	0.97622771	1.159666471	-0.905111176	-0.983265893	-1.553695908	0.505132183	-0.539065408	0.306789369	0.334050969	0.388812915	0.223083097	-0.93994159	0.708523486	0.125548772	-0.962090759	2.03957813	0.005035656	-0.037448342	-0.097241467	0.131953298	0.897682047	-1.263992021	0.788956978	0.109038859	0.515547046	-0.043414903	0.833144518	0.297339098	-0.556025049	-2.839764103	0.764212808	-0.037144209	-1.817935516	-0.269207417	-0.10865973	-0.314326126	1.658203528	0.938677821	-0.280156282	0.080202636	0.560287223	-0.860801992	1.186094754	-0.876511478	-0.195610384	-0.222032966	1.199983266	-1.73518437	-0.377651199	-0.674025221	0.137472498	1.06979191	0.002971509	0.36390227	0.098186624	0.366464746	-0.404359489	0.095760886	-0.00702949	1.435056335	1.147827818	-1.131781643	0.963838294	0.2606069	0.733869114	-0.705397411	1.75829478	1.052626308	0.782882524	-0.612683038	-0.329281168	-0.623671327	-0.752545111	-0.561728078	0.3792401	1.4541693	-0.216017306	-0.169028604	0.71777312	1.007245842	1.798644812	-0.350317644	-1.152815756	1.802614072	0.780184267	0.437271491	0.904866715	-0.035387896	1.226758788	-1.470447429
ASNA1	-1.438571651	-0.777072917	0.655031022	-0.427186733	-0.272466563	0.624455011	-0.174052508	-0.629689903	0.050597719	1.035529469	-1.403122675	0.964211775	-0.412957804	1.024967231	-0.217828289	0.657995257	1.624607106	-0.864899734	1.103306506	0.015294763	-0.753173685	0.588915074	1.126008512	-0.308957828	-0.242399028	-1.125881863	-0.043827134	-0.449231432	-0.033753566	-0.650865555	1.123179176	0.234986556	-1.463080752	-0.537474306	-0.085742963	1.164609451	-1.228336565	-0.530178723	-0.684237521	0.301799775	-0.153942709	-0.174052508	-0.85015279	0.397061895	-0.481846247	0.406075578	3.387224739	1.871191743	1.434972147	0.193190387	-1.795683874	0.044817519	0.321890193	-1.214821359	1.373246556	-0.861649436	-0.524479895	-0.173207601	-0.851703555	1.120504961	-1.258004797	1.508833019	-0.113234543	-0.133732625	0.084332639	0.286139531	-0.523715535	-0.346981872	-0.035624552	-0.172143834	-0.943066674	0.331309634	-0.696267292	0.021444273	-1.054654478	-0.805109306	0.152843294	-0.688423593	-0.881731204	-0.713508163	0.338290054	0.466273851	-0.126487961	0.826181142	-0.153674518	-0.082012397	0.951587653	2.773425483	0.494354054	-0.17844488	0.004439484	1.001624531	3.087327425	-0.421869036	-1.108349577	-0.998248233	0.897899703	-0.327935053	-0.250938876	-0.028320073	-0.660829506	-1.502216699	-1.347877704	0.126025382	-0.780081258	1.293683614	-2.144085216	-0.913730418	1.6909509	1.355419477	2.986373962	-1.318396862	0.133885638	0.07059029	-0.310912806	-0.705990764	-0.330158979	-1.163460355	0.839760092
S100A1	-0.347322713	0.728614458	0.64725419	0.210112886	0.842211286	2.096749386	0.642365065	1.091556088	-0.008926431	0.580480361	0.940953974	-0.279474334	0.035097178	-0.468032432	-0.212105621	1.554509906	0.991989522	0.91447851	-0.868797793	0.727194721	0.533806269	1.418503341	-0.547786633	1.339910421	0.614319703	0.006412683	-0.136169203	-0.266834322	-1.026929326	0.680671673	-0.679957208	0.381655254	1.318074525	-0.695101274	-0.155192792	-0.281170961	-0.337467125	-0.033163237	0.917187981	1.012190391	0.152540297	0.642365065	1.366816722	0.493804088	0.47441156	-0.40083659	1.243744068	0.029584893	-0.326499068	-1.075887014	-0.24335347	-1.056358562	0.653807595	0.561157647	-0.9083343	0.450041645	-2.260236255	0.692200675	1.130280354	0.849664314	-0.159041248	1.561483359	-0.529369683	0.507932695	1.131679809	-0.084691385	-0.996818431	-0.700204114	-0.744894446	-1.66223196	-0.509167223	0.237593935	0.404960383	1.143080878	-0.03836724	-1.34969692	0.777261973	-0.87874023	0.228562819	-0.576926857	0.265127726	0.708318811	1.026491114	0.116537996	1.007526953	-0.790378565	-0.083869633	0.560564821	-2.581497635	-2.219445005	0.557245561	0.275008534	0.39339436	-1.307043398	-2.389983313	0.0442884	-0.041139228	-1.540278763	0.482925892	1.259079293	-0.864836085	-1.739624835	-1.846869691	0.426858048	0.016708635	0.179551509	-0.273762429	-2.240886816	0.01381119	-2.230899972	0.469210965	-0.65474138	-1.003379164	0.497695717	-3.449628135	0.647173867	0.205195462	0.867504617	1.075461701
TAP1	0.956242712	-0.046006951	-0.231552908	0.503044711	-0.794716512	0.270009364	0.606588615	-1.088883279	-0.234274869	-0.038602909	0.358103282	0.057730202	-1.167868835	0.693273316	0.014351819	-1.683487056	0.299676102	-0.784983555	-0.564241092	0.288728446	1.165350432	1.984022989	1.556516245	-0.246947264	0.134762582	-1.704447618	-0.422044233	-0.236275191	-1.269871547	-0.696182621	1.44282323	0.779214717	1.33939325	-0.396291719	0.847314937	-0.015176307	0.036032047	1.024804202	-0.820705222	0.093336009	1.110372959	0.606588615	1.234518577	1.474522876	-0.36406043	0.490519697	0.04485781	1.178110171	0.491735164	1.591388269	1.29787319	-0.238496492	1.571739391	0.77828325	1.523679679	0.677732724	-0.257944387	-0.509467619	0.865497022	-0.579505431	-0.070588839	1.431798757	1.744047949	-0.988338636	0.370887937	-0.819344691	-2.199594842	0.39747129	-1.114717775	-0.081183061	-0.664706027	0.654961542	-0.649451936	0.852404147	-0.127596911	0.035670008	1.077349071	-0.038012421	-0.80569241	0.081684708	-1.615878347	0.308117646	-2.674249944	-0.752063744	-1.514979025	0.405827195	-0.492973005	-1.122238839	-2.57063748	-1.295175031	0.764822699	-1.218920817	-0.397829013	1.138500889	0.964488042	-0.302788108	0.43020936	-0.211277271	-2.517527803	-2.394197554	2.310037628	-0.893822688	-0.493558456	-0.040147522	-0.302043318	-0.717335607	1.009149062	-1.104293578	0.689858757	-0.113916797	0.41027776	0.491486373	1.033628563	0.571078858	0.57259892	-1.095962471	-0.130245642	-0.606851553	0.069707363
